annee,amm,substance,cas,quantite_substance,classification,classification_mention,achat_etranger
2022,2000517,cuivre de l'hydroxyde de cuivre,20427-59-2,159137.0928,Santé A,Substitution,Oui
2022,2000519,"2,4-d",94-75-7,1419.0,Env B,,Non
2022,2000536,1-dodecanol,112-53-8,1371.89286,Env A,,Non
2022,2000536,1-tetradecanol,112-72-1,318.31501,Env A,,Non
2022,2000536,"e8,e10-dodecadiene-1-ol",33956-49-9,2349.25444,Env A,,Non
2022,2010003,chlorure d'alkyl dimethyl benzyl ammonium,68424-85-1,13.751115,Autre,,Non
2022,2010005,pyridate,55512-33-9,29.25,Env A,,Non
2022,2010019,quizalofop-p-ethyl,100646-51-3,725.3,Env A,,Non
2022,2010023,deltamethrine,52918-63-5,2417.09805,Santé A,,Oui
2022,2010025,desmediphame,13684-56-5,1.75,Env A,,Non
2022,2010025,ethofumesate,26225-79-6,10.57,Env A,,Non
2022,2010025,phenmediphame,13684-63-4,5.25,Env A,,Non
2022,2010027,milbemectine,51596-10-2,2.4552,Env A,,Non
2022,2010030,mepiquat-chlorure,24307-26-4,58290.549,Env B,,Oui
2022,2010030,prohexadione-calcium,127277-53-6,9715.0915,Env B,,Oui
2022,2010035,"2,4-mcpa",94-74-6,329.55,Env A,,Non
2022,2010035,dichlorprop-p,15165-67-0,164.775,Autre,,Non
2022,2010035,mecoprop-p (mcpp-p),16484-77-8,164.775,Env A,,Non
2022,2010047,"2,4-d",94-75-7,4.35,Env B,,Non
2022,2010047,triclopyr,55335-06-3,4.8525,Env B,,Non
2022,2010099,sels de potassium d'acides gras,10124-65-9,5.534818,Autre,,Oui
2022,2010100,sels de potassium d'acides gras,10124-65-9,3.998794,Autre,,Oui
2022,2010100,soufre,7704-34-9,2.420215,Autre,,Oui
2022,2010101,soufre,7704-34-9,1.972474,Autre,,Oui
2022,2010107,metconazole,125116-23-6,0.72,CMR,,Non
2022,2010112,bentazone,25057-89-0,5.22,Env B,,Non
2022,2010118,mancozebe,8018-01-7,1275.5648,CMR,Exclusion,Non
2022,2010118,metalaxyl-m,70630-17-0,77.331116,Autre,,Non
2022,2010123,cyanamide de calcium,156-62-7,8604.0,Autre,,Non
2022,2010130,cuivre de l'oxyde cuivreux,1317-39-1,153273.6225,Env A,Substitution,Oui
2022,2010131,brodifacoum,56073-10-0,0.0,Autre,,Oui
2022,2010132,pymetrozine,123312-89-0,1.5,CMR,,Non
2022,2010150,chlorthal,2136-79-0,0.75,Autre,,Non
2022,2010158,glyphosate,1071-83-6,325.8,Env A,,Non
2022,2010199,chlorure d'alkyl dimethyl benzyl ammonium,68424-85-1,0.13125,Autre,,Non
2022,2010199,chlorure de didecyl dimethyl ammonium,7173-51-5,0.2625,Autre,,Non
2022,2010199,esters de phosphate d'alcools gras polyoxyalkyles,68649-29-6,0.13125,Autre,,Non
2022,2010199,lauryl propylene diamine,2372-82-9,0.105,Autre,,Non
2022,2010206,paecilomyces fumosoroseus apopka souche 97,,17.2,Autre,,Non
2022,2010239,florasulame,145701-23-1,106.20751,Env A,,Oui
2022,2010239,fluroxypyr-meptyl,81406-37-3,15304.501191,Env A,,Oui
2022,2010240,florasulame,145701-23-1,16.8395,Env A,,Oui
2022,2010240,fluroxypyr-meptyl,81406-37-3,970.6571,Env A,,Oui
2022,2010262,glyphosate,1071-83-6,1440.0,Env A,,Non
2022,2010274,"2,4-mcpa",94-74-6,1.0,Env A,,Non
2022,2010274,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,0.1,Autre,,Non
2022,2010274,fluroxypyr,69377-81-7,0.2,Env B,,Non
2022,2010280,metconazole,125116-23-6,33366.6783,CMR,,Oui
2022,2010282,cypermethrine,52315-07-8,6923.77,Env A,,Oui
2022,2010283,metconazole,125116-23-6,577.0701,CMR,,Non
2022,2010284,isoxaben,82558-50-7,5.6375,Env B,,Non
2022,2010288,trifloxystrobine,141517-21-7,23.625,Env A,,Oui
2022,2010296,"2,4-mcpa",94-74-6,3.125,Env A,,Non
2022,2010296,dicamba,1918-00-9,1.25,Env B,,Non
2022,2010296,dichlorprop-p,15165-67-0,5.625,Autre,,Non
2022,2010319,"2,4-mcpa",94-74-6,15.6438,Env A,,Non
2022,2010319,dichlorprop-p,15165-67-0,15.6438,Autre,,Non
2022,2010319,glyphosate,1071-83-6,20.8584,Env A,,Non
2022,2010321,glyphosate,1071-83-6,0.036,Env A,,Non
2022,2010326,metconazole,125116-23-6,237.24,CMR,,Non
2022,2010332,myclobutanil,88671-89-0,40.8,CMR,,Non
2022,2010335,glyphosate,1071-83-6,3.96,Env A,,Non
2022,2010349,desmediphame,13684-56-5,2.485,Env A,,Non
2022,2010349,ethofumesate,26225-79-6,3.92,Env A,,Non
2022,2010349,phenmediphame,13684-63-4,3.185,Env A,,Non
2022,2010351,iodosulfuron-methyl-sodium,144550-36-7,2.55,Env A,,Non
2022,2010351,mefenpyr-diethyl,135590-91-9,7.65,Autre,,Non
2022,2010351,mesosulfuron-methyl,208465-21-8,2.55,Env A,,Non
2022,2010398,folpel,133-07-3,40129.328,CMR,,Oui
2022,2010398,metalaxyl-m,70630-17-0,4865.68102,Autre,,Oui
2022,2010410,soufre pour pulverisation (micronise),7704-34-9,1161.736,Autre,,Non
2022,2010415,glyphosate,1071-83-6,234.0,Env A,,Non
2022,2010419,iodosulfuron-methyl-sodium,144550-36-7,0.9036,Env A,,Non
2022,2010419,mefenpyr-diethyl,135590-91-9,13.554,Autre,,Non
2022,2010419,mesosulfuron-methyl,208465-21-8,4.518,Env A,,Non
2022,2010420,glyphosate,1071-83-6,27.0,Env A,,Non
2022,2010425,metsulfuron-methyl,74223-64-6,23.27,Env A,Substitution,Non
2022,2010426,fosthiazate,98886-44-3,7.0,Santé A,,Non
2022,2010427,quizalofop-p-ethyl,100646-51-3,1728.48,Env A,,Non
2022,2010434,cypermethrine,52315-07-8,0.0175,Env A,,Non
2022,2010434,dicofol,115-32-2,0.175,Autre,,Non
2022,2010434,propiconazole,60207-90-1,0.0175,CMR,Exclusion,Non
2022,2010441,huile de vaseline,8042-47-5,30204.49,Autre,,Non
2022,2010478,benalaxyl,71626-11-4,4.5,Env A,,Non
2022,2010478,folpel,133-07-3,28.875,CMR,,Non
2022,2010493,glyphosate,1071-83-6,17.28,Env A,,Non
2022,2010495,metaldehyde,108-62-3,1044.75,CMR,,Non
2022,2010499,prochloraze,67747-09-5,9.0,Env A,,Non
2022,2010502,fluazinam,79622-59-6,10.0,CMR,,Non
2022,2010509,cuivre du sulfate de cuivre,8011-63-0,12380.802,Env A,Substitution,Oui
2022,2010513,bacillus thuringiensis ssp kurstaki souche abts-351,68038-71-1,,Autre,,Non
2022,2010525,metribuzine,21087-64-9,39.9,Env A,,Non
2022,2010527,ethofumesate,26225-79-6,777.5,Env A,,Non
2022,2010530,myclobutanil,88671-89-0,0.1143,CMR,,Non
2022,2010531,benoxacor,98730-04-2,839.025,Autre,,Non
2022,2010531,s-metolachlore,87392-12-9,17060.175,Env A,,Non
2022,2010537,carfentrazone ethyl,128639-02-1,32.716,Env A,,Non
2022,2010552,folpel,133-07-3,4304.3625,CMR,,Non
2022,2010552,iprovalicarbe,140923-17-7,688.698,CMR,,Non
2022,2010554,huile minerale paraffinique,8042-47-5,3.95,Autre,,Oui
2022,2010584,thiabendazole,148-79-8,9269.0,Env A,,Non
2022,2010588,folpel,133-07-3,6.0,CMR,,Non
2022,2010588,pyraclostrobine,175013-18-0,0.6,Santé A,,Non
2022,2010604,metaldehyde,108-62-3,0.05,CMR,,Non
2022,2010610,prochloraze,67747-09-5,1262.25,Env A,,Non
2022,2010613,glyphosate,1071-83-6,19.8,Env A,,Non
2022,2010617,dimethenamide-p (dmta-p),163515-14-8,5461.2,Env A,,Oui
2022,2010618,cuivre du sulfate de cuivre,8011-63-0,18923.39,Env A,Substitution,Non
2022,2010628,trifloxystrobine,141517-21-7,0.125,Env A,,Non
2022,2010632,prohexadione-calcium,127277-53-6,4.45,Env B,,Non
2022,2010640,acide alpha naphtylacetique (ana),86-87-3,24.75,CMR,,Non
2022,2010643,gibberellines (a4+a7),8030-53-3,8.04,Autre,,Non
2022,2020003,phosphate ferrique,10045-86-0,112.503798,Autre,,Oui
2022,2020014,propaquizafop,111479-05-1,805.697,Env A,,Non
2022,2020021,laminarine,9008-22-4,2215.81974,Autre,,Non
2022,2020054,tetraconazole,112281-77-3,7.5,Env A,,Non
2022,2020064,deltamethrine,52918-63-5,0.795,Santé A,,Non
2022,2020065,metribuzine,21087-64-9,16.1,Env A,,Non
2022,2020069,tau-fluvalinate,102851-06-9,437.112,Env A,,Oui
2022,2020099,trifloxystrobine,141517-21-7,46393.105,Env A,,Oui
2022,2020100,chlorophacinone,3691-35-8,0.00015,Autre,,Non
2022,2020104,di aminopropyl laurylamine,2372-82-9,0.1224,Autre,,Non
2022,2020114,chlorure de didecyl dimethyl ammonium,7173-51-5,5.289,Autre,,Non
2022,2020114,n-n bis (3 aminopropyl) dodecylamine,2372-82-9,3.80808,Autre,,Non
2022,2020119,glyphosate,1071-83-6,6328.8,Env A,,Non
2022,2020199,goudrons de pin,8011-48-1,36.3,Autre,,Non
2022,2020219,fenoxaprop-p-ethyl,71283-80-2,52.647,Env A,,Non
2022,2020226,clethodime,99129-21-2,5704.32,Env B,,Oui
2022,2020233,metaldehyde,108-62-3,346.0,CMR,,Non
2022,2020234,metaldehyde,108-62-3,310.0,CMR,,Oui
2022,2020238,pendimethaline,40487-42-1,1.6,Env A,Substitution,Non
2022,2020241,bacillus thuringiensis ssp aizawai souche abts-1857,68038-71-1,2848.5,Autre,,Non
2022,2020267,lenacile,2164-08-1,69.6,CMR,,Non
2022,2020269,glyphosate,1071-83-6,29.43,Env A,,Non
2022,2020284,alkyl phenol polyethoxyle,,0.35,Autre,,Non
2022,2020284,chlorure de lauryl dimethyl benzyl ammonium,7173-51-5,0.1,Autre,,Non
2022,2020293,glyphosate,1071-83-6,9.0,Env A,,Non
2022,2020298,bifenthrine,82657-04-3,0.00045,CMR,,Non
2022,2020301,bifenthrine,82657-04-3,0.00018,CMR,,Non
2022,2020323,aminotriazole,61-82-5,0.29,CMR,,Non
2022,2020323,diuron,330-54-1,0.145,Autre,,Non
2022,2020323,thiocyanate d'ammonium,1762-95-4,0.261,Autre,,Non
2022,2020328,isoproturon,34123-59-6,262.5,CMR,,Non
2022,2020345,deltamethrine,52918-63-5,0.798,Santé A,,Non
2022,2020365,butoxyde de piperonyle,51-03-6,0.00048,Autre,,Non
2022,2020365,dicofol,115-32-2,0.00018,Autre,,Non
2022,2020365,mancozebe,8018-01-7,0.00039,CMR,Exclusion,Non
2022,2020365,pyrethres naturels,8003-34-7,"0,00006",Env A,,Non
2022,2020426,bifenthrine,82657-04-3,0.129,CMR,,Non
2022,2020429,epoxiconazole,133855-98-8,19.0,CMR,Exclusion,Non
2022,2020429,pyraclostrobine,175013-18-0,50.54,Santé A,,Non
2022,2020430,epoxiconazole,133855-98-8,9.0,CMR,Exclusion,Non
2022,2020430,kresoxim-methyl,143390-89-0,12.06,CMR,,Non
2022,2020430,pyraclostrobine,175013-18-0,23.94,Santé A,,Non
2022,2020448,glyphosate,1071-83-6,14.58,Env A,,Non
2022,2020456,florasulame,145701-23-1,0.12,Env A,,Non
2022,2020456,fluroxypyr,69377-81-7,12.0,Env B,,Non
2022,2020474,metazachlore,67129-08-2,20376.3,CMR,,Oui
2022,2030010,clomazone,81777-89-1,126.684,Env A,,Non
2022,2030011,carfentrazone ethyl,128639-02-1,206.82,Env A,,Non
2022,2030071,metaldehyde,108-62-3,70052.259,CMR,,Oui
2022,2030072,metaldehyde,108-62-3,12.0,CMR,,Non
2022,2030073,metaldehyde,108-62-3,314.25,CMR,,Non
2022,2030085,"acides gras c14-22 et c14-22 insatures, methyl ester, sulfates, sels de sodium",84776-43-2,44.528,Autre,,Oui
2022,2030085,esters de colophane et de diethylene glycol,68153-38-8,38.391,Autre,,Oui
2022,2030089,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,0.3,Autre,,Non
2022,2030092,triflusulfuron-methyl,126535-15-7,3.5,CMR,,Non
2022,2030110,metaldehyde,108-62-3,158.25,CMR,,Non
2022,2030125,deltamethrine,52918-63-5,5.23395,Santé A,,Oui
2022,2030130,epoxiconazole,133855-98-8,1.0,CMR,Exclusion,Non
2022,2030130,pyraclostrobine,175013-18-0,2.66,Santé A,,Non
2022,2030131,flazasulfuron,104040-78-0,20.5,Env A,,Non
2022,2030136,glyphosate,1071-83-6,7.2,Env A,,Oui
2022,2030174,rimsulfuron,122931-48-0,4.8775,Env A,,Oui
2022,2030175,bacillus thuringiensis ssp kurstaki souche sa-11,68038-71-1,1542.019,Autre,,Oui
2022,2030184,soufre pour pulverisation (micronise),7704-34-9,26.008,Autre,,Non
2022,2030195,esfenvalerate,66230-04-4,0.5,Santé A,Substitution,Non
2022,2030226,pencycuron,66063-05-6,5.0,Env A,,Oui
2022,2030233,pendimethaline,40487-42-1,60.0,Env A,Substitution,Oui
2022,2030239,metsulfuron-methyl,74223-64-6,1.892,Env A,Substitution,Non
2022,2030239,thifensulfuron-methyle,79277-27-3,9.416,Env A,,Non
2022,2030255,tebuconazole,107534-96-3,7044.5,CMR,,Oui
2022,2030259,gibberellines (a4+a7),8030-53-3,19.46,Autre,,Non
2022,2030273,lambda-cyhalothrine,91465-08-6,7.2075,Santé A,Substitution,Non
2022,2030273,pyrimicarbe,23103-98-2,144.15,CMR,,Non
2022,2030274,hydrazide maleique,123-33-1,3.76,Autre,,Non
2022,2030286,cypermethrine,52315-07-8,0.056,Env A,,Non
2022,2030289,glyphosate,1071-83-6,0.1656,Env A,,Non
2022,2030298,cypermethrine,52315-07-8,8.5,Env A,,Non
2022,2030323,fludioxonil,131341-86-1,7650.155269,Env A,,Oui
2022,2030332,"2,4-d",94-75-7,9029.352,Env B,,Non
2022,2030332,dichlorprop-p,15165-67-0,4514.676,Autre,,Non
2022,2030337,dichlorprop-p,15165-67-0,12.125,Autre,,Non
2022,2030342,chlormequat chlorure,999-81-5,812273.2762,Autre,,Oui
2022,2030391,soufre pour pulverisation (micronise),7704-34-9,8.25,Autre,,Non
2022,2030404,pendimethaline,40487-42-1,50339.48,Env A,Substitution,Oui
2022,2030429,metaldehyde,108-62-3,1.5,CMR,,Non
2022,2030430,metaldehyde,108-62-3,97.3855,CMR,,Non
2022,2030457,azoxystrobine,131860-33-8,61.25,Santé A,,Non
2022,2030460,metaldehyde,108-62-3,63.7555,CMR,,Non
2022,2030466,soufre triture ventile,7704-34-9,2040.76275,Autre,,Non
2022,2040003,trifloxystrobine,141517-21-7,38.625,Env A,,Non
2022,2040045,benfluraline,1861-40-1,12.6,CMR,,Non
2022,2040080,"2,4-d",94-75-7,10.22175,Env B,,Non
2022,2040080,dicamba,1918-00-9,1.46025,Env B,,Non
2022,2040080,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,730.125,Autre,,Non
2022,2040109,flupyrsulfuron-methyl,144740-54-5,0.075,Env A,,Non
2022,2040109,thifensulfuron-methyle,79277-27-3,0.3,Env A,,Non
2022,2040120,1-dodecanol,112-53-8,2.54,Env A,,Oui
2022,2040120,1-tetradecanol,112-72-1,0.589,Env A,,Oui
2022,2040120,"e8,e10-dodecadiene-1-ol",33956-49-9,4.349,Env A,,Oui
2022,2040121,1-dodecanol,112-53-8,1.941,Env A,,Oui
2022,2040121,1-tetradecanol,112-72-1,0.45,Env A,,Oui
2022,2040121,"e8,e10-dodecadiene-1-ol",33956-49-9,3.323,Env A,,Oui
2022,2040142,lambda-cyhalothrine,91465-08-6,0.125,Santé A,Substitution,Non
2022,2040142,pyrimicarbe,23103-98-2,2.5,CMR,,Non
2022,2040146,tefluthrine,79538-32-2,31941.71196,Santé A,,Oui
2022,2040192,"2,4-mcpa",94-74-6,715.75,Env A,,Non
2022,2040192,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,71.575,Autre,,Non
2022,2040195,myclobutanil,88671-89-0,1.35,CMR,,Non
2022,2040199,metamitrone,41394-05-2,105.0,Env A,,Non
2022,2040201,"2,4-mcpa",94-74-6,716.4,Env A,,Non
2022,2040201,dicamba,1918-00-9,59.7,Env B,,Non
2022,2040213,cuivre du sulfate de cuivre,8011-63-0,30.3,Env A,Substitution,Non
2022,2040310,prochloraze,67747-09-5,184.299,Env A,,Non
2022,2040310,tebuconazole,107534-96-3,91.425,CMR,,Non
2022,2040311,metazachlore,67129-08-2,185.0,CMR,,Non
2022,2040313,metaldehyde,108-62-3,1.4,CMR,,Non
2022,2040314,cuivre du sulfate de cuivre,8011-63-0,156.0,Env A,Substitution,Non
2022,2040322,imidaclopride,138261-41-3,0.0018,Env A,,Non
2022,2040330,cymoxanil,57966-95-7,0.4,CMR,,Non
2022,2040330,mancozebe,8018-01-7,4.65,CMR,Exclusion,Non
2022,2040338,dicamba,1918-00-9,482.4,Env B,,Non
2022,2040354,lecanicillium muscarium souche ve6,67892-35-7,12.3165,Autre,,Non
2022,2050022,alcool isopropylique,67-63-0,10.4475,Autre,,Non
2022,2050022,chlorhydrate de poly biguanide,32289-58-0,2.0895,Autre,,Non
2022,2050022,chlorure de didecyl dimethyl ammonium,7173-51-5,10.4475,Autre,,Non
2022,2050028,soufre pour pulverisation (micronise),7704-34-9,160.0,Autre,,Non
2022,2050035,mesotrione,104206-82-8,43.0,CMR,,Non
2022,2050037,cyanamide de calcium,156-62-7,10719.9,Autre,,Non
2022,2050038,huile minerale paraffinique,8042-47-5,,Autre,,Non
2022,2050046,flonicamide,158062-67-0,29574.655,Autre,,Oui
2022,2050075,boscalid,188425-85-6,20469.01,Env A,,Oui
2022,2050076,boscalid,188425-85-6,2401.7,Env A,,Oui
2022,2050078,imazalil,35554-44-0,5452.5,CMR,,Non
2022,2050089,tebuconazole,107534-96-3,212.5,CMR,,Non
2022,2050090,hypochlorite de sodium,7681-52-9,14112.8,Env A,,Non
2022,2050116,cuivre de l'oxychlorure de cuivre,1332-65-6,10.15,Santé A,Substitution,Non
2022,2050116,iprovalicarbe,140923-17-7,2.1,CMR,,Non
2022,2050124,cyproconazole,94361-06-5,1.0,CMR,Exclusion,Non
2022,2050136,fluorure de sulfuryle,2699-79-8,2376.6372,Santé A,,Non
2022,2050140,hypochlorite de sodium,7681-52-9,86.578,Env A,,Non
2022,2050142,metaldehyde,108-62-3,2.99,CMR,,Non
2022,2050145,diflufenicanil,83164-33-4,0.0102,Env B,,Non
2022,2050145,glyphosate,1071-83-6,0.06375,Env A,,Non
2022,2060002,difenoconazole,119446-68-3,3558.2375,Env A,,Oui
2022,2060007,soufre triture ventile,7704-34-9,124257.75,Autre,,Oui
2022,2060019,metazachlore,67129-08-2,0.04,CMR,,Non
2022,2060026,flazasulfuron,104040-78-0,192.1125,Env A,,Non
2022,2060034,kaolin,1332-58-7,97363.125,Autre,,Non
2022,2060045,huile vegetale,,135.3695,Autre,,Non
2022,2060045,resines (colophane),8050-09-7,1315.018,Autre,,Non
2022,2060050,metrafenone,220899-03-6,34329.765,Env A,,Oui
2022,2060051,metrafenone,220899-03-6,12196.461,Env A,,Non
2022,2060063,picolinafen,137641-05-5,2876.4075,Env A,,Non
2022,2060064,virus de la granulose,,2.5,Autre,,Non
2022,2060071,flazasulfuron,104040-78-0,0.275,Env A,,Non
2022,2060078,esters methyliques d'acides gras c16-c18 et c18 insatures,67762-38-3,468.93,Autre,,Oui
2022,2060079,6-benzyladenine,1214-39-7,9.1675,CMR,,Non
2022,2060079,gibberellines (a4+a7),8030-53-3,9.1675,Autre,,Non
2022,2060084,boscalid,188425-85-6,28777.6872,Env A,,Oui
